usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,phi_1,phi_2,phi_3,phi_4
97,0,0,485,44,30,0.2,0.2,8144,16480,1.4,332,1855512,0.983559216,0.700847302,0.727813871,0.980439216
0,18,9,1401,91,81,2,2,210993,71322,196,87,1855848,0.983737321,0.700893898,0.727849153,0.980453146
93,0,0,355,34,33,0.2,0.2,721,7999,2.2,4090,1856024,0.983830614,0.700918301,0.727867632,0.980460439
91,4,4,1333,93,90,0.4,0.6,160801,50962,2.2,572,1856228,0.983938749,0.700946581,0.727889051,0.980468889
96,1,0,1407,59,63,0.2,0.2,9532,14289,3,1225,1856450,0.984056425,0.70097735,0.727912358,0.98047808
86,7,0,1660,259,206,1.6,8,34805,30923,3,136,1856637,0.984155549,0.701003264,0.72793199,0.980485819
76,19,8,4413,146,107,2.8,9.8,309773,120556,4.6,949,1856768,0.984224989,0.701021415,0.727945742,0.980491239
68,404,2,5093,441,359,7.8,9.2,270723,60705,7.2,2471,1859304,0.985569257,0.701372399,0.72821188,0.980595857
91,1,0,1412,112,121,0.6,0.6,32016,40720,3,2511,1859318,0.985576678,0.701374334,0.728213349,0.980596433
95,1,0,1729,125,58,0.2,0.2,169465,22569,2.4,6122,1860475,0.986189974,0.701534209,0.728334714,0.980643975
90,16,1,1933,419,153,0.2,0.2,404583,184246,4.8,2811,1860794,0.986359068,0.701578261,0.728368171,0.980657062
88,71,95,1799,188,93,1,2.8,664266,115590,2.2,1950,1860893,0.986411545,0.701591929,0.728378553,0.980661122
93,17,24,917,168,61,0.8,0.8,561752,238652,2.8,1022,1860982,0.986458722,0.701604217,0.728387886,0.980664771
77,9,0,3170,444,385,9.42,2.81,239357,23472,1.2,207,1861710,0.986844616,0.701704687,0.728464225,0.980694594
80,21,14,4043,483,428,6,1.6,200212,31160,1,235,1861736,0.986858398,0.701708274,0.728466951,0.980695658
94,1,0,1423,104,65,0.2,0.2,4577,25310,2,631,1861804,0.986894443,0.701717656,0.72847408,0.980698441
92,20,30,1247,158,131,0.6,1.2,77944,30633,3.6,1360,1861860,0.986924127,0.701725381,0.728479952,0.980700733
76,22,13,2209,132,56,8.18,20.56,152594,18607,1,744,1862464,0.987244292,0.70180868,0.728543275,0.980725432
88,15,11,1243,154,50,4,4,947897,21624,2,3132,1862467,0.987245882,0.701809094,0.728543589,0.980725555
89,2,0,1734,89,61,1.2,2.8,39725,23738,1,1452,1862691,0.987364619,0.701839975,0.728567071,0.980734707
75,16,8,3665,293,271,6.41,4.81,190369,174297,1,725,1863088,0.987575059,0.701894693,0.728608685,0.980750917
94,3,1,2428,149,108,0.4,0.4,20081,174651,2.4,237,1863747,0.987924377,0.70198548,0.728677753,0.980777794
98,1,0,223,13,21,0.2,0.2,5489,70655,1,7369,1863840,0.987973674,0.701998288,0.728687499,0.980781584
89,4,2,2065,171,133,1.6,1.4,47486,64173,2.5,531,1863982,0.988048945,0.702017842,0.72870238,0.98078737
74,34,13,5633,306,187,2.6,8,507057,151253,5.4,414,1864160,0.988143298,0.702042351,0.728721033,0.98079462
82,7,2,2570,277,119,2.58,4.37,250167,21618,1.3,118,1864230,0.988180403,0.702051988,0.728728368,0.98079747
92,5,2,1065,82,32,1.2,7.4,313886,8359,2,3223,1864622,0.988388192,0.702105945,0.728769443,0.980813424
90,9,2,1831,158,119,0.6,0.8,104249,56308,5.8,480,1864941,0.988557286,0.702149841,0.728802865,0.980826396
51,52,0,4682,357,222,12.6,34.4,290329,134230,3,134,1864954,0.988564177,0.70215163,0.728804227,0.980826925
88,177,197,2319,186,134,0.6,0.8,367421,41690,1.2,533,1865056,0.988618245,0.702165663,0.728814913,0.980831071
0,36,48,1667,95,78,0.4,0.4,18151,24364,550,91,1865208,0.988698816,0.702186573,0.728830838,0.980837248
95,5,2,2073,73,62,0.2,0.2,9212,28959,2,278,1865980,0.989108033,0.70229273,0.728911706,0.980868589
97,1,0,678,94,86,0.2,0.2,16341,28843,1.3,394,1866180,0.989214048,0.70232022,0.728932654,0.9808767
76,15,9,4803,327,309,1.4,2.99,168100,559019,1.5,534,1866225,0.989237902,0.702326405,0.728937367,0.980878525
96,6,2,1705,154,172,0.2,0.2,159052,60606,5,2027,1866392,0.989326424,0.702349355,0.728954858,0.980885294
96,24,32,366,25,37,0.2,0.2,7746,113906,1.2,5685,1866403,0.989332255,0.702350867,0.72895601,0.98088574
91,2,1,452,116,58,0.4,0.4,255513,172909,2.8,4047,1866879,0.98958457,0.702416263,0.729005859,0.980905022
69,39,0,5830,921,784,3.6,1.8,417541,127394,3.2,147,1869294,0.9908647,0.702747642,0.729258683,0.981002548
89,14,1,1212,86,67,4.6,3.4,191330,105806,4.2,1253,1869613,0.991033793,0.702791363,0.729292068,0.981015393
0,12,1,2466,193,189,3.19,2,105786,83337,440,87,1869864,0.991166842,0.702825756,0.729318334,0.981025493
83,2,1,2648,199,159,1.6,2,115891,220023,3.4,498,1869998,0.991237872,0.702844114,0.729332356,0.981030884
90,31,0,1033,174,73,0.8,0.8,506006,16902,3.8,389,1870232,0.991361909,0.702876168,0.729356841,0.981040293
53,29,6,7029,678,599,7.78,3.59,528984,237007,9,190,1870232,0.991361909,0.702876168,0.729356841,0.981040293
93,6,1,2257,87,74,0.8,4.4,132983,35334,2,168,1870237,0.99136456,0.702876853,0.729357364,0.981040494
87,29,11,984,106,79,5.2,3.2,132091,47371,4.8,6101,1870296,0.991395834,0.702884933,0.729363538,0.981042866
93,3,1,1044,32,44,1.2,2.6,54971,146349,1.4,6888,1870405,0.991453612,0.702899861,0.729374942,0.981047246
95,5,4,796,58,51,0.2,0.2,16130,37792,2,234,1870685,0.991602033,0.702938201,0.729404238,0.981058495
96,21,33,744,77,22,0.2,0.2,254058,8938,1.6,1836,1870795,0.991660341,0.702953261,0.729415746,0.981062912
93,2,0,1260,88,63,1,1.2,46147,33738,1,171,1871030,0.991784909,0.70298543,0.729440331,0.981072345
76,13,4,5183,200,150,1.6,2.2,237284,93098,6.8,956,1871075,0.991808762,0.702991589,0.729445039,0.981074151
74,753,22,2350,146,111,2,0.6,259768,129649,2.2,4728,1871341,0.991949762,0.703027992,0.729472865,0.981084822
86,65,77,2089,183,143,0.8,1.4,143046,144665,3.4,791,1871616,0.992095532,0.703065617,0.72950163,0.981095848
93,1,0,1011,56,56,0.6,1,15493,18387,2.8,739,1871616,0.992095532,0.703065617,0.72950163,0.981095848
74,12,1,3039,191,121,7.4,23.8,158848,24306,1.8,287,1871616,0.992095532,0.703065617,0.72950163,0.981095848
81,6,1,2298,140,82,0.8,2.2,345233,10552,6.8,150,1871922,0.992257735,0.703107474,0.729533637,0.98110811
89,3,2,2490,325,227,0.6,2.2,211769,308763,2.2,410,1873272,0.992973335,0.703292007,0.729674812,0.981162108
94,6,4,1258,109,90,0.2,0.2,89056,23533,1.7,1785,1873293,0.992984467,0.703294875,0.729677007,0.981162947
98,2,1,214,10,14,0.2,0.2,9873,44773,1,7731,1873392,0.993036944,0.703308399,0.729687358,0.981166901
87,68,55,1596,181,170,2.2,1,56289,51077,1.5,160,1873536,0.993113275,0.703328068,0.729702414,0.98117265
75,14,9,4058,263,227,7.01,4.41,173227,92769,2,293,1873768,0.993236252,0.703359752,0.729726669,0.981181909
94,1,0,1634,151,66,0.2,0.2,212436,200402,4.8,2524,1873811,0.993259045,0.703365623,0.729731164,0.981183625
80,7,1,4504,303,255,1.2,1.8,164442,165346,1.4,150,1873980,0.993348628,0.703388699,0.729748831,0.981190366
98,10,3,417,23,40,0.4,0.4,26568,27852,1,6217,1874051,0.993386263,0.703398392,0.729756254,0.981193197
91,0,0,1774,100,66,0.4,1.8,109071,26956,1,176,1874064,0.993393154,0.703400167,0.729757613,0.981193716
89,80,48,2115,100,118,1.2,1.6,59217,109468,4.8,131,1874123,0.993424428,0.703408221,0.72976378,0.981196068
81,5,2,2929,387,204,2.6,2.6,288065,215294,2,315,1874164,0.993446161,0.703413818,0.729768066,0.981197703
91,3,1,3629,244,127,0.4,0.4,863112,81425,3.6,1376,1874171,0.993449872,0.703414774,0.729768798,0.981197982
98,1,1,212,18,28,0.2,0.2,7031,19891,1,7364,1874496,0.993622146,0.703459133,0.72980277,0.981210934
87,30,43,3816,139,157,0.6,3.2,47471,329880,2.4,2097,1874944,0.993859619,0.703520259,0.729849595,0.981228773
81,5,1,4402,697,228,2.6,5.2,336839,31786,1.3,275,1875112,0.993948672,0.703543176,0.729867153,0.981235458
77,7,0,3851,377,302,5.96,2.19,189893,18213,1,1970,1875112,0.993948672,0.703543176,0.729867153,0.981235458
80,26,27,2912,454,369,7.4,2,206378,14665,3,11640,1875328,0.994063168,0.703572635,0.729889727,0.98124405
96,3,1,2193,97,80,0.4,0.4,6145,51522,2,3257,1876062,0.994452242,0.703672702,0.729966426,0.981273217
73,30,6,5661,339,186,5.19,10.98,275673,49066,4,144,1876323,0.994590592,0.703708269,0.729993696,0.981283578
95,1,0,2832,131,92,0.2,0.2,9102,53734,2,506,1876670,0.994774528,0.703755543,0.730029949,0.981297343
95,4,4,2015,67,68,0.4,0.4,5027,16398,2.4,224,1877200,0.995055467,0.703827722,0.730085314,0.981318348
95,3,2,1872,114,94,0.2,0.2,93509,29910,1,874,1879063,0.996042995,0.70408118,0.730279873,0.981391997
91,7,1,2544,135,126,1.2,2.4,69693,23159,4,2892,1879211,0.996121446,0.704101298,0.730295326,0.981397836
81,14,12,6140,319,203,0.8,0.8,151498,233048,3.8,841,1879741,0.996402386,0.704173322,0.730350657,0.981418728
90,22,13,3581,211,134,1,1.2,312204,31194,4.2,871,1880608,0.99686196,0.704291071,0.730441155,0.981452855
94,1,0,1704,82,159,0.2,0.2,59686,170281,1.4,7735,1880848,0.996989178,0.704323651,0.730466203,0.98146229
90,42,58,2302,145,125,0.4,0.6,10686,50059,3.8,336,1881032,0.997086712,0.704348624,0.730485406,0.981469521
85,5,0,2392,234,182,1.4,1.6,352015,308529,2,123,1881528,0.997349629,0.704415923,0.730537165,0.981488999
56,277,296,3809,566,472,7.4,6.4,459817,349319,4.8,207,1882280,0.997748244,0.704517904,0.730615626,0.98151849
97,1,1,484,53,27,0.4,0.4,133297,20706,1,8767,1882530,0.997880763,0.704551793,0.730641707,0.981528284
94,17,23,225,13,13,0.4,1.6,17132,12514,1.2,4179,1885199,0.999295531,0.704913142,0.730920049,0.981632521
90,4,2,1604,179,73,1.8,2,51542,16999,2.3,693,1886528,1,0.705092767,0.731058579,0.981684206
